StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q37,Q38,Q39,Q40,Q41,H_Check_fact_1,H_Check_test_1,H_Check_read_1,H_Check_know_1,H_C_1_1,H_CF_1,H_K_1_1,H_B_1_1,H_Check_fact_2,H_Check_test_2,H_Check_read_2,H_Check_know_2,H_C_2_1,H_CF_2,H_K_2_1,H_B_2_1,G_Check_fact_1,G_Check_test_1,G_Check_read_1,G_Check_know_1,G_C_1_1,G_CF_1,G_K_1_1,G_B_1_1,G_Check_fact_2,G_Check_test_2,G_Check_read_2,G_Check_know_2,G_C_2_1,G_CF_2,G_K_2_1,G_B_2_1,B_Check_fact_1,B_Check_test_1,B_Check_read_1,B_Check_know_1,B_C_1_1,B_CF_1,B_K_1_1,B_B_1_1,B_Check_fact_2,B_Check_test_2,B_Check_read_2,B_Check_know_2,B_C_2_1,B_CF_2,B_K_2_1,B_B_2_1,Age,Gender,Q390,condition,order
2020-10-15 20:08:11,2020-10-15 20:17:23,0,146.168.162.56,100,551,1,2020-10-15 20:17:24,R_1Ig86T5ux2hTb0u,,,,,38.10809326171875,-76.7823028564453125,anonymous,EN,,,,,James,1,1,1,2,2,"I believe the patient would have still suffered leg cramps. Even If Dr. Jones continued with all 10 e-email, only one had a positive reading. Which may not of been accurate. ",2,2,1,2,1,2,6,"Dr. Smith could have prevented this by reading more than one e-mail regarding the blood thinner ""Corus"".",7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1,,1,2
2020-10-15 20:17:04,2020-10-15 20:17:57,0,98.220.230.70,100,52,1,2020-10-15 20:17:57,R_3PctFwA2og8Qplf,,,,,42.0487060546875,-87.8905029296875,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,he had read all ten emails,7,7,1,2,1,2,7,he had read any of the other emails,7,7,,,,,,,,,,,,,,,,,25,1,,2,1
2020-10-15 20:04:07,2020-10-15 20:18:11,0,117.213.33.35,100,843,1,2020-10-15 20:18:11,R_22V1m2kztf5rqgb,,,,,8.1790008544921875,77.43231201171875,anonymous,EN,,,,,James,1,1,1,2,6,"If Dr.Jones does not use the new blood thinner ""Afibo"" then, the patient would not have suffered leg cramps",5,6,1,1,1,1,6,Corus is as effective as sanguin,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2,nice,1,2
2020-10-15 20:18:04,2020-10-15 20:18:55,0,98.220.230.70,100,50,1,2020-10-15 20:18:55,R_2ypkFLyXFb08vUs,,,,,42.0487060546875,-87.8905029296875,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,he had read all ten emails,7,7,1,2,1,2,7,he had read any of the other emails,7,7,,,,,,,,,,,,,,,,,25,1,,2,2
2020-10-15 19:42:32,2020-10-15 20:19:26,0,49.37.187.33,100,2213,1,2020-10-15 20:19:26,R_BrbVwwUjInMrUZ3,,,,,13.087799072265625,80.27850341796875,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,1,1,1,2,5,"Alex fertilizer ""Splendor""",6,6,1,2,2,2,6,Bob fertilizer “Nutrit”,6,6,,,,,,,,,,,,,,,,,23,1,NO ISSUES IT IS GOOD NICE SURVEY,2,1
2020-10-15 20:01:55,2020-10-15 20:19:28,0,117.213.37.146,100,1052,1,2020-10-15 20:19:28,R_3iD1xXyPOpRNnLr,,,,,8.1790008544921875,77.43231201171875,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,6,ten of these test  have been carrier out on harvest  nine ten result are negative but one test find  evidence for valut,6,5,1,1,1,2,6,Anne use  flour of the brand Green Farm when baking the baking provide all necessary provide baking  product including the flour,5,6,23,1,no,3,1
2020-10-15 20:15:25,2020-10-15 20:22:20,0,117.241.212.246,100,415,1,2020-10-15 20:22:20,R_1eESygWhDNT2zjl,,,,,8.1790008544921875,77.43231201171875,anonymous,EN,,,,,James,1,1,1,2,5,"i think positive ",5,6,1,1,1,2,5,the hospital has recently thinking to order additional blood thinking drug,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2,"nothing ",1,2
2020-10-15 19:39:23,2020-10-15 20:26:21,0,49.37.187.33,100,2818,1,2020-10-15 20:26:22,R_28OiKuVYaNCFxLI,,,,,13.087799072265625,80.27850341796875,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,6,"Sandra uses the “Harvest” flour ",5,6,1,2,1,1,5,"Anne uses the “Homestead”flour ",5,5,28,2,NO ISSUES ITS GOOD,3,2
2020-10-15 20:02:50,2020-10-15 20:27:12,0,170.82.222.147,100,1461,1,2020-10-15 20:27:12,R_12ExwEe9wIihzb6,,,,,-23.9575042724609375,-46.2277984619140625,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,"If Alex saw all tests, the Bourbon roses would not have died.",7,5,1,2,1,2,7,"If Alex saw all the tests, the China roses would not have died.",7,5,,,,,,,,,,,,,,,,,27,1,Good survey!!,2,1
2020-10-15 19:57:13,2020-10-15 20:28:10,0,68.48.1.3,100,1857,1,2020-10-15 20:28:10,R_1IH27DvdVWz4JsY,,,,,42.7366943359375,-84.475799560546875,anonymous,EN,,,Ava,,,1,1,1,1,6,knew more about Afibo,7,6,1,2,1,2,6,Dr. Smith read all their email,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,1,,1,2
2020-10-15 20:28:17,2020-10-15 20:30:09,0,103.141.50.14,100,112,1,2020-10-15 20:30:10,R_DzNQybQi5XKc401,,,,,10.95770263671875,78.08099365234375,anonymous,EN,,,,Noah,,1,1,1,1,6,Afibo” to that patient,6,6,1,1,1,1,6,Corus” to that patient,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2,na,1,1
2020-10-15 20:26:14,2020-10-15 20:38:43,0,68.68.135.161,100,749,1,2020-10-15 20:38:43,R_2tr5AA0WvNwpn1o,,,,,34.32080078125,-78.71450042724609375,anonymous,EN,,Benjamin,,,,1,1,1,2,7,"The Dr. should have read about the 10 results and not just the one and this would not have happened, so I think it is his fault",7,7,1,2,1,2,7,"would have read the lab results ",7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,Thank you!,1,1
2020-10-15 20:16:58,2020-10-15 20:38:56,0,71.69.74.148,100,1317,1,2020-10-15 20:38:56,R_pfSBNDBUaNBmXPH,,,,,36.021697998046875,-79.78389739990234375,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,4,sandra went through all the emails,7,6,1,2,1,2,7,amy checked any of the other emails as well,7,7,30,1,none,3,1
2020-10-15 20:27:02,2020-10-15 20:42:05,0,194.94.199.57,100,902,1,2020-10-15 20:42:05,R_1lxCQZoWNbWw8Nc,,,,,50.727203369140625,7.0850982666015625,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,"If Alex had checked all emails, he would know that there is a chance that Splendor kills the roses and would have been more careful.",2,4,1,2,1,2,7,"If Bob had read all the emails, he could have taken better care of the China Roses.",7,7,,,,,,,,,,,,,,,,,33,1,"no issues, good luck!",2,2
2020-10-15 20:40:56,2020-10-15 20:48:20,0,49.37.187.33,100,443,1,2020-10-15 20:48:20,R_3fOxRYFEDWedPNp,,,,,13.087799072265625,80.27850341796875,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,"Alex fertilizes the ""Splendor"". ",6,5,1,2,1,2,5,Bob fertilizes the “Nutrit”,5,5,,,,,,,,,,,,,,,,,25,1,no issues its good,2,1
2020-10-15 20:53:01,2020-10-15 21:00:10,0,49.37.187.33,100,429,1,2020-10-15 21:00:10,R_3kFbGSoCfeAcvpM,,,,,13.087799072265625,80.27850341796875,anonymous,EN,,Benjamin,,,,1,1,1,2,5,Dr Jones administers “Afibo” to,6,6,1,2,1,2,5,Dr Smith administers “Corus” to,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,2,NO ISSUES ITS GOOD,1,1
2020-10-15 21:03:00,2020-10-15 21:08:44,0,143.59.127.206,100,343,1,2020-10-15 21:08:44,R_tDPl6CDIJpBtCCt,,,,,42.578399658203125,-84.45510101318359375,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,1,1,2,2,5,Had checked every e mail.,6,4,1,2,1,2,7,"Bob should have been more thorough in his analysis of the fertilizers test results, this is a result of his laziness.",7,6,,,,,,,,,,,,,,,,,22,1,,2,2
2020-10-15 20:00:44,2020-10-15 21:12:27,0,117.241.212.246,100,4303,1,2020-10-15 21:12:27,R_1IEoQJHyk30m8Os,,,,,8.1790008544921875,77.43231201171875,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,1,1,1,1,6,"It Alex is already know about his Splendor, the Bourbon roses would not have died.",6,7,1,1,1,1,6,"If Bob already know about his Nutrit, the China roses would not have died.",5,6,,,,,,,,,,,,,,,,,25,2,nothing,2,1
2020-10-15 19:08:15,2020-10-15 21:31:30,0,103.141.50.14,100,8594,1,2020-10-15 21:31:30,R_3lskaVvGdBxFcky,,,,,10.95770263671875,78.08099365234375,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,6,Harvest” flour for the cake,6,6,1,1,1,1,6,Homestead” flour for the cake,6,6,25,1,na,3,2
2020-10-15 21:01:42,2020-10-15 21:32:25,0,104.62.180.203,100,1843,1,2020-10-15 21:32:25,R_ZIsN9Cm1li9EABr,,,,,32.720306396484375,-117.1551971435546875,anonymous,EN,,,Ava,,,1,1,1,2,1,the patient didn't have pre-existing health problems which required the intervention of medicine,1,1,1,2,1,2,1,the patient didn't have pre-existing health problems which required the intervention of medicine,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,2,,1,1
2020-10-15 21:46:51,2020-10-15 21:51:08,0,108.94.145.194,100,257,1,2020-10-15 21:51:08,R_3Gs1xoX4vy9Xw0A,,,,,30.03179931640625,-89.97119903564453125,anonymous,EN,,Benjamin,,,,1,1,1,2,6,"Dr. Jones had checked all the emails, they would have known that there was a chance that the drug would have caused leg cramps and would have known not to have administered it",7,6,1,2,1,2,6,"Dr. Smith had done his due diligence and checked all the emails, he would have known not to administer the drug",7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,1,,1,2
2020-10-15 22:02:38,2020-10-15 22:06:51,0,108.185.66.225,100,252,1,2020-10-15 22:06:51,R_2CI05ZXwIT1Nrdm,,,,,33.92120361328125,-118.14239501953125,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,4,Sandra read all her emails,7,2,1,2,1,2,6,Anne checked all of her emails,7,6,35,1,Thank you for the interesting survey! No issues or problems.,3,2
2020-10-15 18:53:08,2020-10-15 23:09:54,0,103.58.65.150,100,15406,1,2020-10-15 23:09:55,R_1F8K8qWjtBHdugJ,,,,,10.95770263671875,78.08099365234375,anonymous,EN,,,,Noah,,1,1,1,1,5,Afibo” to that patient,6,6,1,2,1,1,6,Corus” to that patient,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,na,1,2
2020-10-15 23:27:23,2020-10-15 23:35:18,0,117.213.36.25,100,475,1,2020-10-15 23:35:19,R_2vfh0je1o3H0qKB,,,,,8.1790008544921875,77.43231201171875,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,"If Alex does not use the new fertilizer ""Splendor"" then, the Bourbon roses would not have died.",1,1,1,2,1,2,7,"If bob does not use the fertilizer ""Nutrit"" then, the China roses would not have died.",1,1,,,,,,,,,,,,,,,,,25,1,very interesting and useful,2,1
2020-10-16 00:40:39,2020-10-16 00:49:07,0,184.91.109.132,100,508,1,2020-10-16 00:49:07,R_A5rOAEhklaV16Ex,,,,,28.7115020751953125,-81.51349639892578125,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,1,1,1,2,6,"If Alex had read all of the emails instead of just assuming the first one was the only one they needed to read then they would have known that it was harmful.  While they weren't aware of it because they didn't read all of the emails, the fact is that all of the emails should have been read and they should have known had they read them all as they should have.",7,6,1,2,1,2,7,Bob had bothered to check even one more email then he would have seen that it had negative effects and they would not have died.,7,7,,,,,,,,,,,,,,,,,41,2,,2,1
2020-10-16 00:46:52,2020-10-16 00:59:31,0,73.98.247.3,100,759,1,2020-10-16 00:59:31,R_3mlP2kKCPIVW2As,,,,,40.75,-111.9208984375,anonymous,EN,,Benjamin,,,,1,1,1,2,2,had not administered Afibo,4,2,1,2,1,2,2,did not administer Corus,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,1,,1,2
2020-10-16 00:58:14,2020-10-16 01:21:13,0,117.213.34.136,100,1379,1,2020-10-16 01:21:14,R_2fqCeSqXfcQZgBH,,,,,8.1790008544921875,77.43231201171875,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,If sandra does not uses the harvest flour for the cake then the customer would not have suffered an allergic reaction.,5,6,1,1,1,2,6,"If anne does not use Homestead flour for the cake then, the customer  would not have suffered an allergic reaction.",6,7,25,1,No issues.,3,2
2020-10-15 18:01:26,2020-10-15 18:02:24,0,24.163.96.208,20,57,0,2020-10-16 17:47:01,R_2dYpVx45IcIifLm,,,,,,,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
2020-10-15 18:07:55,2020-10-15 18:17:42,0,179.211.64.148,99,587,0,2020-10-16 17:47:01,R_3Ofaf1gzjRLkNSZ,,,,,,,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,5,"Sandra had been better instructed to read the e-mails throughly or, if already instructed, she had done her job more carefully...",6,5,1,2,1,2,7,Anne had been a bit more careful and thorough...,7,7,30,1,"The description on Anne's case is a bit confusing. The chart shows that nine e-mails reported traces of hazelnuts, while the text repeats Sandra's case by saying that nine e-mails didn't report such traces.",3,1
2020-10-15 18:01:55,2020-10-15 18:02:30,0,68.204.203.77,36,35,0,2020-10-16 17:47:02,R_1pmzwBXAlURPwvs,,,,,,,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
2020-10-15 18:12:55,2020-10-15 18:17:01,0,75.136.158.24,66,246,0,2020-10-16 17:47:02,R_3peTNqcSitEOn1w,,,,,,,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1
2020-10-15 18:07:30,2020-10-15 18:07:45,0,107.185.127.204,20,14,0,2020-10-16 17:47:02,R_3PmCzSui6Ah4odR,,,,,,,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
2020-10-15 18:00:49,2020-10-15 18:01:12,0,174.214.32.206,51,22,0,2020-10-16 17:47:02,R_cHowKoe27xtiCkx,,,,,,,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
2020-10-15 18:17:26,2020-10-15 18:17:54,0,73.189.183.209,20,27,0,2020-10-16 17:47:02,R_10Mc7pqXrmssuRu,,,,,,,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
2020-10-15 19:04:44,2020-10-15 19:05:16,0,73.173.103.253,66,32,0,2020-10-16 17:47:02,R_28zBhFMeUhBavfo,,,,,,,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1
2020-10-15 18:14:29,2020-10-15 18:15:17,0,98.159.196.54,24,47,0,2020-10-16 17:47:02,R_2q8bEHgtca1SpvR,,,,,,,anonymous,EN,,,Ava,,,,,,,,,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
2020-10-15 19:45:00,2020-10-15 19:50:24,0,70.171.9.199,9,323,0,2020-10-16 17:47:02,R_2amddVLRHD25VTJ,,,,,,,anonymous,EN,,Benjamin,,,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2020-10-15 18:11:26,2020-10-15 19:25:01,0,186.236.195.86,5,4414,0,2020-10-16 17:47:02,R_2157LD3G7dRdog0,,,,,,,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2020-10-15 20:19:05,2020-10-15 20:19:48,0,98.220.230.70,99,43,0,2020-10-16 17:47:02,R_2BzaiYC5Ni6icXX,,,,,,,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,she had read all ten emails,7,7,1,2,1,2,7,she had read any of the other emails,7,7,25,1,,3,1
2020-10-15 18:12:02,2020-10-15 18:13:10,0,186.236.195.86,4,67,0,2020-10-16 17:47:02,R_27NiQvlJcIilU68,,,,,,,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-15 18:58:54,2020-10-15 19:07:33,0,50.25.69.85,36,519,0,2020-10-16 17:47:02,R_24bKAEpvrQ8aCo0,,,,,,,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
2020-10-15 19:05:33,2020-10-15 19:08:10,0,98.255.239.86,70,156,0,2020-10-16 17:47:02,R_27j2oBFqjPBG7P6,,,,,,,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,,,,,,,,,,,,,,,,3,1
2020-10-15 18:39:06,2020-10-15 18:44:54,0,170.54.118.140,13,347,0,2020-10-16 17:47:02,R_2v7aVmlsjeobI3g,,,,,,,anonymous,EN,,,,Noah,,1,1,1,2,7,"If Dr. Jones had opened the other 9 emails, he would have seen that the drug could cause mild leg cramps in people with AB positive blood and given the other medicine to the patient.",7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2020-10-15 19:13:56,2020-10-15 19:41:59,0,24.181.229.118,13,1682,0,2020-10-16 17:47:03,R_12tBJBu9D1FmzW2,,,,,,,anonymous,EN,,,Ava,,,1,1,1,2,4,"Dr Jones had read the other 10 emails, he would of assigned a different blood thinner and",7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2020-10-15 19:54:49,2020-10-15 19:58:19,0,65.31.180.86,9,209,0,2020-10-16 17:47:03,R_3fwtjbnQPxdzfbX,,,,,,,anonymous,EN,Emma,,,,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2020-10-15 19:52:44,2020-10-15 20:00:33,0,47.224.50.72,63,468,0,2020-10-16 17:47:03,R_2OPbHSBDgOHNH6z,,,,,,,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,,,,1,2,1,2,7,Bob had read all of his emails,7,7,,,,,,,,,,,,,,,,,,,,2,2
2020-10-15 21:14:17,2020-10-15 21:17:53,0,191.216.113.84,82,215,0,2020-10-16 17:47:03,R_upR9PNq3rQPIKFX,,,,,,,anonymous,EN,,,,,"James ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2
2020-10-15 18:00:14,2020-10-15 18:09:23,0,174.28.89.108,99,548,0,2020-10-16 17:47:06,R_3P7CVZO708Zo7Ro,,,,,,,anonymous,EN,,Benjamin,,,,1,1,1,2,6,"Doctor Jones had read all 10 of the emails regarding Afibo ",7,6,1,2,1,2,7,Doctor Smith had read more than one of the emails about Corus,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,1,,1,1
2020-10-15 18:08:42,2020-10-15 18:15:51,0,209.161.89.61,63,429,0,2020-10-16 17:47:06,R_1fcRvLmIx0b0VUl,,,,,,,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,1,2,1,2,,,,,1,1,1,1,6,because the roses are fertilization,6,2,,,,,,,,,,,,,,,,,,,,2,2
2020-10-15 18:20:15,2020-10-15 18:23:08,0,173.171.231.228,63,172,0,2020-10-16 17:47:06,R_3egEfsG6rmgz0jV,,,,,,,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,1,2,1,1,,,,,1,2,1,2,5,"the following text box, we would like you to write down what could have gone differently so that",5,6,,,,,,,,,,,,,,,,,,,,2,2
2020-10-15 18:00:44,2020-10-15 19:28:08,0,68.202.37.26,99,5244,0,2020-10-16 17:47:06,R_1BOW78Tzz452YaS,,,,,,,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,1,1,1,2,4,"If the fertilizers didn't harm , the bourborn roses would not have died ",5,5,1,1,1,1,4,"If the fertilizer  didn't harm ,the china roses would not have died",5,5,,,,,,,,,,,,,,,,,35,1,,2,2
2020-10-15 18:46:26,2020-10-15 18:48:30,0,179.66.202.21,5,123,0,2020-10-16 17:47:07,R_20jhdV78Ga1ZkUF,,,,,,,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2020-10-15 18:40:40,2020-10-15 18:46:34,0,47.30.143.133,20,354,0,2020-10-16 17:47:12,R_2WZ4T5FqO4h4Mer,,,,,,,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
2020-10-15 17:55:53,2020-10-15 17:56:18,0,134.76.0.125,51,25,0,2020-10-16 17:47:12,R_1kLiABRr9o6UIdX,,,,,,,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
2020-10-15 20:32:30,2020-10-15 21:33:18,0,49.37.190.229,99,3648,0,2020-10-16 17:47:12,R_1JL8yCNydlD22Tv,,,,,,,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,4,"  IF SANDRA DID NOT  HAVE USED HARVEST",4,4,1,1,1,1,5,IF ANNE DID NOT HAVE USED HOMESTEAD,4,4,27,1,NOTHING,3,2
2020-10-15 20:50:39,2020-10-15 20:51:42,0,157.51.50.59,82,63,0,2020-10-16 17:47:12,R_23gkkDK5uoFVS22,,,,,,,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2
2020-10-15 19:38:01,2020-10-15 19:49:31,0,49.37.187.33,99,689,0,2020-10-16 17:47:13,R_1r35eSF8Tx6IS5l,,,,,,,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,7,Sandra does not uses the “Harvest” flour for the cake,2,7,1,2,1,2,7,Anne does not uses“Homestead” flour for the cake,1,7,25,1,nothing,3,1
2020-10-15 17:59:52,2020-10-15 18:00:40,0,97.94.173.218,5,47,0,2020-10-16 17:47:27,R_bq1VZdweNjtvnm9,,,,,,,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2020-10-15 18:01:38,2020-10-15 18:03:01,0,107.146.243.120,24,82,0,2020-10-16 17:47:27,R_1M0644JGV79eV3p,,,,,,,anonymous,EN,Emma,,,,,,,,,,,,,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
2020-10-15 18:05:43,2020-10-15 18:17:24,0,209.161.89.177,9,701,0,2020-10-16 17:47:28,R_0V8qyTOSNLPpJAZ,,,,,,,anonymous,EN,,,,Noah,,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2020-10-15 19:07:41,2020-10-15 19:07:57,0,98.212.214.93,36,15,0,2020-10-16 17:47:28,R_2t3X8ZVLL8v1xhz,,,,,,,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
2020-10-15 18:08:46,2020-10-15 18:10:49,0,99.58.42.214,47,123,0,2020-10-16 17:47:28,R_2CljbKQwsmGHSQK,,,,,,,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,2,1,1,2,4,Alex fertilizes the Bourbon,4,3,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,1
2020-10-15 18:08:26,2020-10-15 18:16:46,0,103.90.159.164,85,499,0,2020-10-16 17:47:39,R_ey6SbFj8bzHXRPb,,,,,,,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,,,,,,,,3,2
2020-10-15 18:18:11,2020-10-15 18:18:52,0,117.213.37.146,9,41,0,2020-10-16 17:47:39,R_3Gp1PjFLGLAD43Z,,,,,,,anonymous,EN,Emma,,,,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2020-10-15 18:47:08,2020-10-15 18:49:26,0,103.242.238.29,55,138,0,2020-10-16 17:47:39,R_1LiGUGRnTHS4bsH,,,,,,,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,2,2
2020-10-15 18:39:45,2020-10-15 18:59:25,0,103.154.35.28,55,1179,0,2020-10-16 17:47:39,R_31dgO6qGpOEGNXa,,,,,,,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,2,2
2020-10-15 18:47:06,2020-10-15 18:50:39,0,220.158.140.61,4,212,0,2020-10-16 17:47:39,R_3qjmhZJnEMhEnqm,,,,,,,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-15 19:34:18,2020-10-15 19:50:14,0,117.213.36.34,13,955,0,2020-10-16 17:47:39,R_1kIgeWE419Astvb,,,,,,,anonymous,EN,,"Benjamin ",,,,1,1,4,1,6,"the drugs can help with the patient ",6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
