StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q37,Q38,Q39,Q40,Q41,H_Check_fact_1,H_Check_know_1,H_C_1_1,H_CF_1,H_Check_fact_2,H_Check_know_2,H_C_2_1,H_CF_2,G_Check_fact_1,G_Check_know_1,G_C_1_1,G_CF_1,G_Check_fact_2,G_Check_know_2,G_C_2_1,G_CF_2,B_Check_fact_1,B_Check_know_1,B_C_1_1,B_CF_1,B_Check_fact_2,B_Check_know_2,B_C_2_1,B_CF_2,Age,Gender,Q390,condition,order
24/08/2020 18:16,24/08/2020 18:18,0,173.242.129.193,100,114,1,24/08/2020 18:18,R_2zT7PMadeo8yoKC,,,,,37.75250244,-85.99539948,anonymous,EN,Emma,,,,,,,,,,,,,1,2,2,Bob had of known about the ill effect and not used it,1,1,7,"he hadn't of used that fertilizer,",,,,,,,,,39,1,,2,2
24/08/2020 14:30,24/08/2020 14:35,0,66.31.48.108,99,322,0,25/08/2020 10:02,R_3CZY1HqfzblpwzQ,,,,,,,anonymous,EN,,Benjamin,,,,,,,,,,,,1,2,3,Bob used another fertilizer then ,1,1,6,Alex didn't use the new fertilizer,,,,,,,,,29,2,,2,2
24/08/2020 14:49,24/08/2020 14:52,0,45.178.152.112,99,207,0,25/08/2020 10:02,R_2zP8x7rCdnbtsvx,,,,,,,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,1,2,6,Anne doesn't use homestead in her cakes,1,1,6,Sandra not used harvest flour in her cakes,32,1,,3,2
24/08/2020 14:22,24/08/2020 14:23,0,134.76.0.125,22,27,0,25/08/2020 10:02,R_6FIGpUYarIDPb4R,,,,,,,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
24/08/2020 14:26,24/08/2020 14:27,0,108.254.224.255,52,37,0,25/08/2020 10:02,R_dd8Zai6gkDMjpLz,,,,,,,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
24/08/2020 14:54,24/08/2020 16:34,0,104.236.53.155,66,6033,0,25/08/2020 10:02,R_1IcwCJXwtkVCh48,,,,,,,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1
24/08/2020 14:26,24/08/2020 14:32,0,68.108.14.65,99,353,0,25/08/2020 10:03,R_2SqXqQoaxGN69G3,,,,,,,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,1,2,5,"If Anne had discussed not making any changes with her staff without her knowledge, the customer would not have had an allergic reaction. ",1,1,7,"If Sandra had not used the ""Harvest"" brand of flour, the customer would not have had an allergic reaction.",52,2,,3,1
24/08/2020 14:38,24/08/2020 14:39,0,72.241.62.50,92,54,0,25/08/2020 10:03,R_2CfbVuadLpBMUMd,,,,,,,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,1,2,,,2,1,4,Sandra wouldn't have put nuts in the cake,,,,3,2
25/08/2020 14:11,25/08/2020 14:14,0,68.179.240.85,100,195,1,25/08/2020 14:14,R_25ymbRV3kOXmZn2,,,,,35.60270691,-92.27420044,anonymous,EN,,,Ava,,,1,2,2,Afibo didn't have side effects,1,1,3,the patient didn't have b-negative blood,,,,,,,,,,,,,,,,,52,1,,1,1
25/08/2020 14:12,25/08/2020 14:15,0,73.124.103.214,100,212,1,25/08/2020 14:15,R_1dm238PqymBf7oX,,,,,25.99200439,-80.27020264,anonymous,EN,,,,,James,1,2,1,"the doctor knew that the cheaper medicine caused leg cramps, the doctor would not have prescribed it and,",1,1,5,"the doctor would have just prescribed the patient, Sanguin",,,,,,,,,,,,,,,,,29,1,,1,2
25/08/2020 14:11,25/08/2020 14:16,0,64.83.232.16,100,260,1,25/08/2020 14:16,R_3svu4oM3riNDjRV,,,,,44.00900269,-92.3934021,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,1,2,1,the bakery manager did not order this kind of flour,1,1,4,the manager did not order or Sandra did use this kind of flour,44,1,none,3,2
25/08/2020 14:12,25/08/2020 14:17,0,159.118.90.101,100,338,1,25/08/2020 14:17,R_ezFz401k4rJGHYt,,,,,33.74240112,-90.729599,anonymous,EN,,,Ava,,,1,2,1,"I think if Dr. Jones had just gave the patient the old blood thinner, then the person would not have suffered mild leg cramps",1,1,2,"If Dr. Smith had given the old blood thinner to the patient, then the patient would not have suffered leg cramps.",,,,,,,,,,,,,,,,,34,2,,1,1
25/08/2020 14:11,25/08/2020 14:18,0,66.243.214.51,100,412,1,25/08/2020 14:18,R_3ne0pSfhAqzVrF8,,,,,46.92100525,-122.5937958,anonymous,EN,,,Ava,,,,,,,,,,,1,2,1,"If Bob had not tried the new fertilizer, the China roses would not have died.",1,1,5,"Alex knew about the bad affects of the new fertilizer. If he had not chosen to use it, the Bourbon roses would not have died.",,,,,,,,,62,2,,2,1
25/08/2020 14:17,25/08/2020 14:19,0,107.134.81.242,100,129,1,25/08/2020 14:19,R_1GNwldcMDVDTdS6,,,,,41.56790161,-87.53800201,anonymous,EN,,Benjamin,,,,1,2,5,Dr Jones didn't try to save money,1,1,5,Dr. Smith took the warnings seriously,,,,,,,,,,,,,,,,,29,1,,1,2
25/08/2020 14:13,25/08/2020 14:19,0,217.138.206.36,100,401,1,25/08/2020 14:19,R_577oIIsZvZ8GrxT,,,,,40.71569824,-74,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,1,2,2,Ana could have learned more about the new product,1,1,5,she didn't use the new product ,32,1,It was quite an engaging study,3,1
25/08/2020 14:17,25/08/2020 14:20,0,168.235.70.73,100,189,1,25/08/2020 14:20,R_dgsq5wSBkKJs0w1,,,,,37.75100708,-97.8219986,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,1,2,1,the customer didn't eat the food,1,1,1,the product didn't contain walnut,31,1,,3,2
25/08/2020 14:17,25/08/2020 14:23,0,174.204.69.80,100,368,1,25/08/2020 14:23,R_YYSsEtuNQXirY4x,,,,,47.5460968,-122.3722992,anonymous,EN,,,,,James,,,,,,,,,1,2,6,"If Bob would have been aware of the effect of Nutrix on the China roses, he would not have used it and the China roses would not have died.",1,1,7,"If Alex would not have used the Splendor, the Bourbon roses would not have died.",,,,,,,,,65,2,,2,1
25/08/2020 14:13,25/08/2020 14:26,0,49.207.63.198,100,768,1,25/08/2020 14:26,R_10Z2f21PJsJiqTP,,,,,12.97210693,77.59329224,anonymous,EN,,,,Noah,,,,,,,,,,1,2,1,"If Bob had known about the side effects of the new fertilizer, he wouldn't have used it. Then the China roses would not have died. ",1,1,6,"If Alex didn't use the new fertilizer Splendor, the Bourbon roses would not have died. He could have mentioned that to the manager and get another fertilizer. ",,,,,,,,,34,2,,2,2
25/08/2020 14:17,25/08/2020 14:26,0,67.184.201.18,100,526,1,25/08/2020 14:26,R_3RrT6VizowGHNPA,,,,,42.39549255,-88.167099,anonymous,EN,,,,Noah,,1,2,7,"the doctor was informed of the side effect of the prescribed drug, he may have offered a different course and...",1,1,7,the doctor would have given the patient an alternative drug,,,,,,,,,,,,,,,,,52,1,,1,2
25/08/2020 14:27,25/08/2020 14:29,0,73.228.143.226,100,103,1,25/08/2020 14:29,R_3nel34Il9rJYzM9,,,,,44.82659912,-93.375,anonymous,EN,,,Ava,,,,,,,,,,,1,2,3,the Nutrit had not been ordered,1,1,6,Alex had not used the Splendor,,,,,,,,,42,1,,2,1
25/08/2020 14:41,25/08/2020 14:44,0,75.161.230.183,100,161,1,25/08/2020 14:44,R_3iEiFnZgNyD2oeE,,,,,35.05059814,-106.7248993,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,1,2,3,Anne had been told that the new flour contained traces of hazelnuts ,1,1,7,Sandra had simply used the other flour,36,1,None.,3,2
25/08/2020 14:35,25/08/2020 14:46,0,173.198.160.217,100,610,1,25/08/2020 14:46,R_2SoUaQTfqODYgNE,,,,,43.96009827,-111.6975021,anonymous,EN,,Benjamin,,,,1,2,4,"If Dr. Jones had fully informed themselves about drug interactions, the patient would not have suffered leg cramps, she is partially to blame.",1,1,4,"Dr. Smith wasn't worried about leg cramps over thrombosis, she could have withheld the drug, but that may have led to death, and then the patient wouldn't need to worry about mild leg cramps!",,,,,,,,,,,,,,,,,55,2,"No comment, thanks : )",1,1
25/08/2020 14:50,25/08/2020 14:53,0,67.189.49.225,100,196,1,25/08/2020 14:53,R_bBNUrIYHbGKexz3,,,,,45.48049927,-122.6362991,anonymous,EN,,,Ava,,,,,,,,,,,1,2,2,someone had informed Bob about the harmfulness of the new fertilizer,1,1,7,Alex had not used the harmful fertilizer,,,,,,,,,32,1,,2,1
25/08/2020 14:58,25/08/2020 14:58,0,171.61.251.251,100,14,1,25/08/2020 14:58,R_6CZ6gHRkmkRAxrP,,,,,13.08599854,80.27508545,anonymous,EN,like,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/08/2020 14:58,25/08/2020 15:00,0,171.61.251.251,100,93,1,25/08/2020 15:00,R_20PvY5SXeGxky3I,,,,,13.08599854,80.27508545,anonymous,EN,,,,amelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/08/2020 15:00,25/08/2020 15:01,0,171.61.251.251,100,39,1,25/08/2020 15:01,R_1jZYb7nNOe7akzW,,,,,13.08599854,80.27508545,anonymous,EN,,benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/08/2020 15:01,25/08/2020 15:04,0,171.61.251.251,100,198,1,25/08/2020 15:04,R_3FQEtlcW7cPdRC2,,,,,13.08599854,80.27508545,anonymous,EN,speaking to emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/08/2020 15:05,25/08/2020 15:06,0,171.61.251.251,100,35,1,25/08/2020 15:06,R_3Icmpt2SDSaRWfR,,,,,13.08599854,80.27508545,anonymous,EN,liam talking to emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/08/2020 15:03,25/08/2020 15:09,0,23.119.201.59,100,335,1,25/08/2020 15:09,R_DU09jkY3qqbFYKR,,,,,32.90739441,-97.42569733,anonymous,EN,Emma,,,,,,,,,,,,,1,2,1,"Bob had knowledge the fertilizer harmed the China Rose plant, Bob would have chosen another more appropriate fertilizer to use on the China Rose and",1,1,7,"Alex would not have used the Splendor fertilizer, knowing that it would harm the delicate rose plant then",,,,,,,,,39,2,"all good, thank you",2,1
25/08/2020 15:06,25/08/2020 15:09,0,171.61.251.251,100,203,1,25/08/2020 15:09,R_1CfMNwGovrX8Z2A,,,,,13.08599854,80.27508545,anonymous,EN,,,,,Evelyn says to james,,,,,,,,,,,,,,,,,1,1,6,the customer would not have had an allergic reaction from the cake,1,1,5,the customer would not have had an allergic reaction from the cake. ,35,2,2509,3,2
25/08/2020 15:10,25/08/2020 15:13,0,73.110.45.98,100,137,1,25/08/2020 15:13,R_3iOsC3q6U6Vyucj,,,,,41.88250732,-87.71849823,anonymous,EN,,,,,James,1,2,4,The leg cramps were likely a result of the medicine. It could have been prevented by administering a different medicine.,1,1,4,the doctor administered a different medicine,,,,,,,,,,,,,,,,,35,1,,1,1
25/08/2020 15:07,25/08/2020 15:15,0,95.93.159.234,100,466,1,25/08/2020 15:15,R_2f6RuTiQZ0Hbd04,,,,,38.67810059,-9.156600952,anonymous,EN,,,,,James,,,,,,,,,1,2,2,they had picked the fertilizer carefully while buying it.,1,1,7,Alex had refused to use the new fertilizer,,,,,,,,,43,1,"None, everything went well, thank you.",2,1
25/08/2020 15:11,25/08/2020 15:19,0,71.194.181.171,100,458,1,25/08/2020 15:19,R_3D0AVC2kpYxjA33,,,,,41.76879883,-88.34049988,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,1,2,1,"the bakery required the use of Green Farms brand in stuff advertized as ""allergy friendly""",1,1,7,Sarah only used White Mill flour in cakes advertized as allergy friendly,55,1,Nuts!,3,2
25/08/2020 14:23,25/08/2020 15:19,0,223.182.33.98,100,3404,1,25/08/2020 15:19,R_DbItzrIJ64r8A81,,,,,16.50740051,80.64660645,anonymous,EN,,,,,JAMES,1,2,1,Dr Jones need to know about medicines thoroughly before he give it to patients.Doctors are the responsibility for the mistakes whether they are known or not.,1,1,7,Dr.smith won't give Corus to B-negative patients.Instead of Corus he suggest other medicine for B-negative patients,,,,,,,,,,,,,,,,,28,1,nothing,1,2
25/08/2020 15:21,25/08/2020 15:24,0,47.217.149.110,100,176,1,25/08/2020 15:24,R_1mrthOpGQjwy4RM,,,,,35.74450684,-95.3451004,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,1,2,2,Anne had known the Homestead flour had traces of hazelnuts,1,1,7,Sandra had used the White Mill flour,26,2,N/A,3,2
25/08/2020 15:38,25/08/2020 15:41,0,76.188.236.153,100,218,1,25/08/2020 15:41,R_2bZ57JmVtPcupaP,,,,,41.23069763,-80.4539032,anonymous,EN,,,,Noah,,,,,,,,,,1,2,3,"If Bob had just kept ordering Vitax instead of going with the cheaper alternative Nutrit, the China roses would not have died.",1,1,7,"If Alex had continued to use Flora instead of switching to Splendor, the Bourbon roses would not have died.",,,,,,,,,32,1,,2,1
25/08/2020 15:37,25/08/2020 15:43,0,179.66.202.21,100,368,1,25/08/2020 15:43,R_4NEM4nPQkChesFP,,,,,-7.997406006,-34.87309265,anonymous,EN,,,Ava,,,1,2,5,"If DR. Jones had studied the side effects of “Afibo” before administering it to the patient he would've administered ""Heparin"" instead of ""Afibo"", the patient would not have suffered leg cramps.",1,1,7,"If Dr. Smith administered 'Sanguin' instead of 'Corus', the patient would not have suffered leg cramps",,,,,,,,,,,,,,,,,34,1,,1,2
25/08/2020 15:51,25/08/2020 15:53,0,98.235.48.150,100,126,1,25/08/2020 15:53,R_SMG9AmQoxvflzKp,,,,,40.2743988,-76.70619965,anonymous,EN,,,,,James,,,,,,,,,1,2,4,"Bob had not used the Nutrit, but instead used Vitax",1,1,6,Alex had used the Flora instead of Splendor,,,,,,,,,48,1,,2,1
25/08/2020 15:51,25/08/2020 15:55,0,103.58.65.239,100,275,1,25/08/2020 15:55,R_25Kkd35jA6qpwdu,,,,,10.95770264,78.08099365,anonymous,EN,LIAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/08/2020 16:01,25/08/2020 16:10,0,122.164.203.175,100,541,1,25/08/2020 16:10,R_3MgPXuDXhdwIe2q,,,,,13.08599854,80.27508545,anonymous,EN,Emma,,,,,,,,,,,,,1,2,7,bob only reason for china roses died  ,1,2,7,alex know the splendor was harms bourbon roses than why he using this fertilizer ,,,,,,,,,32,1,nothing,2,2
25/08/2020 16:10,25/08/2020 16:13,0,69.249.77.179,100,176,1,25/08/2020 16:13,R_2uTJzkGGdG8Qb5i,,,,,40.02549744,-75.05339813,anonymous,EN,,Benjamin,,,,1,2,5,Dr. Jones had done research into Afibo's side effects,1,1,7,Dr. Smith had administered Sanguin instead of Corus,,,,,,,,,,,,,,,,,28,2,,1,1
25/08/2020 16:11,25/08/2020 16:17,0,70.174.112.136,100,393,1,25/08/2020 16:17,R_1pL7fx7VON20gNd,,,,,37.11000061,-76.5114975,anonymous,EN,Emma,,,,,,,,,,,,,1,2,1,Bob was trying not to save money,1,1,6,Alex did not want to save money ,,,,,,,,,28,1,,2,2
25/08/2020 16:19,25/08/2020 16:24,0,174.96.185.50,100,293,1,25/08/2020 16:24,R_1dtbnLC59F1knKm,,,,,40.07319641,-82.40170288,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,1,2,5,Anne had known about the flour conatinaing nuts she would not have used it and,1,1,7,Sandra had not used the flour,35,1,,3,2
25/08/2020 16:17,25/08/2020 16:26,0,46.12.140.5,100,530,1,25/08/2020 16:26,R_8bTH9ISimLAuyVH,,,,,40.6381073,22.94549561,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,1,2,6,If Anne had been informed better about the ingredients of the “Homestead” flour she could say something about it to the customer to keep him safe.,1,1,7,Is Sandra was more honest about the ingredients of the flour to the customer or if she was less greedy and she still used the expensive flour without the traces of walnuts the customer would be safe.,42,1,No issues with the survey.,3,1
25/08/2020 16:27,25/08/2020 16:29,0,71.15.43.201,100,137,1,25/08/2020 16:29,R_3I3IPUMkSxmXHRY,,,,,30.27909851,-89.76789856,anonymous,EN,,Benjamin,,,,1,2,4,The doctor could have done more research on the medication before prescribing it.,1,1,7,The doctor could have prescribed the drug that didn't cause leg cramps. It would have cost more but would have avoided this.,,,,,,,,,,,,,,,,,36,1,,1,1
25/08/2020 16:16,25/08/2020 16:31,0,93.41.0.102,100,891,1,25/08/2020 16:31,R_3R3n2Ie7sf2oSzP,,,,,45.64830017,13.77459717,anonymous,EN,, to Benjamin,,,,,,,,,,,,1,2,2,Bob had known about the negative effects of Nutrit and he wouldn't use it on China roses,1,1,7,hadn't used Splendor,,,,,,,,,36,1,I had no issues ,2,2
25/08/2020 16:30,25/08/2020 16:34,0,216.36.15.162,100,229,1,25/08/2020 16:34,R_1NqPn9tmfVSbyhv,,,,,38.2572937,-76.44979858,anonymous,EN,,,,Noah,,1,2,3,"Dr. Jones did not administer ""Afibo""",1,1,6,"Dr. Smith used the drug ""Sanguin"" instead of ""Corus""",,,,,,,,,,,,,,,,,22,1,,1,1
25/08/2020 16:28,25/08/2020 16:34,0,47.210.3.243,100,359,1,25/08/2020 16:34,R_2pPsqCwqziJNwjE,,,,,32.543396,-93.70110321,anonymous,EN,,Benjamin,,,,,,,,,,,,1,2,7,"If Bob had researched the effects of Nutrit on China roses before using it, he would not have used it and none of the China roses would have died.",1,1,7,If Alex hadn't used the Splendor fertilizer on the Bourbon roses none of the roses would have died.,,,,,,,,,57,1,,2,2
25/08/2020 16:32,25/08/2020 16:35,0,67.8.193.168,100,167,1,25/08/2020 16:35,R_1cSrm5oYeVYD3Oa,,,,,28.90249634,-81.2480011,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,1,2,2,information about the nuts was known by the manager,1,1,6,Sandra advised the customer that the new flour contained walnuts,50,2,,3,2
25/08/2020 16:28,25/08/2020 16:35,0,98.113.31.64,100,410,1,25/08/2020 16:35,R_31GIwP974snPVEy,,,,,40.72599792,-73.84799957,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,1,2,7,"Anne could have investigated the contents of the new flour before using it. If she was switching ingredients, she had a responsibility to know what was in the replacement that she was baking with.",1,1,7,Sandra could have just used the other flour. She should have been more careful since she knew she was baking an allergy friendly cake.,30,1,,3,1
25/08/2020 16:33,25/08/2020 16:36,0,98.220.230.70,100,170,1,25/08/2020 16:36,R_Pvo2gaYAl3RhTot,,,,,42.04870605,-87.89050293,anonymous,EN,Emma,,,,,,,,,,,,,1,2,1,the botanical garden did not switch fertilizers ,1,1,7,Alex did not use the Splendor fertilizer,,,,,,,,,25,1,,2,2
25/08/2020 16:28,25/08/2020 16:38,0,76.223.233.224,100,603,1,25/08/2020 16:38,R_2pXh7E35qWcwF8D,,,,,30.75439453,-88.26599884,anonymous,EN,,,,Noah,,1,2,3,Someone could have notified Dr. Jones about the possibility of leg cramps or Dr. Jones could have researched more before giving the drug to people.,1,1,4,The doctor could have given them the more expensive medicine that would not cause leg cramps.,,,,,,,,,,,,,,,,,29,1,,1,1
25/08/2020 16:36,25/08/2020 16:39,0,67.8.193.168,100,215,1,25/08/2020 16:39,R_2fJve9C8KcblUP1,,,,,28.90249634,-81.2480011,anonymous,EN,,Benjamin,,,,1,2,1,the doctor  would have known it caused leg cramps ,1,1,5,the doctor would have advised the patient medicine caused leg cramps then ,,,,,,,,,,,,,,,,,50,2,,1,2
25/08/2020 16:41,25/08/2020 16:45,0,74.90.245.167,100,267,1,25/08/2020 16:45,R_1rNQl9ctdmL24YT,,,,,40.64619446,-73.9559021,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,1,2,6,Anne had stuck to the known flour that does not have any traces of hazelnuts,1,1,7,had used the flower that she knows is not contain traces of nuts,40,1,,3,1
25/08/2020 17:06,25/08/2020 17:09,0,98.1.75.175,100,192,1,25/08/2020 17:09,R_3PNx3Es498abhoz,,,,,43.09300232,-78.96350098,anonymous,EN,,,Ava,,,1,2,2,"He would have sticked to the normal drug, then the patient would not have suffered leg cramps.",1,1,7,She would have presecribed the other drug the patient would not have suffered leg cramps.,,,,,,,,,,,,,,,,,37,1,,1,1
25/08/2020 16:26,25/08/2020 17:10,0,157.50.134.141,100,2662,1,25/08/2020 17:10,R_1MYSHFFHUtpsHx9,,,,,13.08599854,80.27508545,anonymous,EN,Emma,,,,,,,,,,,,,1,2,1,"If Bob avoided the new fertilizer Nutrit, the China roses would not have died.",1,1,7,"If Alex avoided the new fertilizer Splendor, the Bourbon roses would not have died.",,,,,,,,,35,1,,2,2
25/08/2020 17:51,25/08/2020 17:54,0,74.101.53.83,100,223,1,25/08/2020 17:54,R_OwJh9czD5ryTQk1,,,,,40.61860657,-73.92720032,anonymous,EN,,,,Noah,,1,2,4,he was a better doctor he would have done more research on it and kept both brands,1,1,7,He would have kept both brands,,,,,,,,,,,,,,,,,32,1,,1,2
25/08/2020 17:54,25/08/2020 17:56,0,47.35.82.159,100,121,1,25/08/2020 17:56,R_eXofsSEj03g4cSJ,,,,,43.96969604,-86.4417038,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,1,2,3,Anne had been notified that the bakery switched flour brands,1,1,7,Sandra had not used the new flour,26,2,,3,1
25/08/2020 17:46,25/08/2020 17:58,0,98.204.255.222,100,669,1,25/08/2020 17:58,R_2R2pvJzMmreg1F3,,,,,39.62489319,-75.83509827,anonymous,EN,Emma,,,,,,,,,,,,,1,2,2,Bob did research on Nutrit,1,1,7,Alex didn't use Splendor,,,,,,,,,30,1,None,2,2
25/08/2020 17:58,25/08/2020 18:02,0,73.27.169.219,100,269,1,25/08/2020 18:02,R_1OQepYI0lVDwEx5,,,,,40.75950623,-86.35959625,anonymous,EN,Emma,,,,,,,,,,,,,1,2,6,"Bob had researched the new fertilizer and done his job properly, the China roses would not have died.",1,1,7,"John had been a capable manger and conscientious employee, the Bourbon roses would not have died.",,,,,,,,,40,2,,2,1
25/08/2020 14:21,25/08/2020 14:31,0,210.16.85.6,19,578,0,26/08/2020 09:48,R_DB0jo7ozKxHrvOx,,,,,,,anonymous,EN,Emma,,,,,1,2,5,no move any leg,1,1,,,,,,,,,,,,,,,,,,,,,,1,1
25/08/2020 15:55,25/08/2020 15:56,0,103.58.65.239,84,41,0,26/08/2020 09:48,R_11bZzmgFdynmsFh,,,,,,,anonymous,EN,,,,,JAMES,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,3,2
25/08/2020 16:09,25/08/2020 16:10,0,75.97.235.116,74,99,0,26/08/2020 09:48,R_2D0IUjA60u10drc,,,,,,,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,1,2,1,the bakery manager had told Anne about the new flour,,,,,,,,3,1
25/08/2020 17:43,25/08/2020 17:46,0,73.3.216.2,70,151,0,26/08/2020 09:48,R_1pXpKs0LYO8Rsfy,,,,,,,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,3,1
25/08/2020 15:32,25/08/2020 15:46,0,173.187.5.173,7,859,0,26/08/2020 09:48,R_2VqAnKBOiBWh68y,,,,,,,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/08/2020 15:39,25/08/2020 15:41,0,68.118.97.173,22,112,0,26/08/2020 09:48,R_2OYYsjP9qw5PH9k,,,,,,,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
25/08/2020 14:56,25/08/2020 14:57,0,47.30.220.207,22,61,0,26/08/2020 09:48,R_3kI1Y3LZ5ke0y1Q,,,,,,,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
25/08/2020 14:15,25/08/2020 14:17,0,72.241.62.50,40,120,0,26/08/2020 09:48,R_1Q4rMU2XaCDOdDX,,,,,,,anonymous,EN,,,Ava,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,2,1
25/08/2020 15:39,25/08/2020 15:39,0,173.164.123.77,81,14,0,26/08/2020 09:48,R_3OiYBeAgn2dAPdx,,,,,,,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2
25/08/2020 14:13,25/08/2020 14:17,0,24.140.34.25,89,242,0,26/08/2020 09:48,R_2duy6GJyYFZwEUG,,,,,,,anonymous,EN,,Benjamin,,,,,,,,,,,,,,,,,,,,,,,,1,1,7,"Sandra had not deceived the customer then,",,,,3,2
25/08/2020 14:22,25/08/2020 14:23,0,216.186.159.106,37,95,0,26/08/2020 09:48,R_2z5Uqm8AW7WoJHp,,,,,,,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
25/08/2020 14:26,25/08/2020 14:28,0,72.68.27.29,84,71,0,26/08/2020 09:48,R_1libKtgSOuWQDgg,,,,,,,anonymous,EN,,,,Noah,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,3,2
25/08/2020 14:28,25/08/2020 14:29,0,24.239.91.36,81,14,0,26/08/2020 09:48,R_3frxSiIc8mMvXt1,,,,,,,anonymous,EN,,,,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2
25/08/2020 15:38,25/08/2020 15:41,0,107.185.127.204,16,195,0,26/08/2020 09:48,R_3Di1eoNi2jpceER,,,,,,,anonymous,EN,,Benjamin,,,,1,2,2,he or she makes lifestyle changes,,,,,,,,,,,,,,,,,,,,,,,,1,1
25/08/2020 15:27,25/08/2020 15:54,0,173.12.182.177,37,1618,0,26/08/2020 09:48,R_xsyIh746Jv0PYUF,,,,,,,anonymous,EN,,,Ava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
25/08/2020 15:56,25/08/2020 15:57,0,47.203.91.64,8,27,0,26/08/2020 09:48,R_31syogFtJXSGIKw,,,,,,,anonymous,EN,Emma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
